line,col,seq,par,absdiff
95,3,-0.062009,-0.061662,0.0003470000000000001
96,3,-0.062009,-0.061662,0.0003470000000000001
57,4,0.526704,0.526358,0.00034599999999995745
125,4,0.629223,0.628879,0.00034400000000001096
105,4,0.461688,0.461349,0.0003389999999999782
138,4,0.378493,0.378827,0.00033400000000000096
154,4,0.378493,0.378827,0.00033400000000000096
14,4,-0.370596,-0.370928,0.00033199999999999896
30,4,-0.370596,-0.370928,0.00033199999999999896
101,4,0.577788,0.577461,0.0003269999999999662
62,3,-0.028078,-0.028397,0.00031899999999999984
109,4,0.627709,0.627391,0.00031799999999992945
60,3,-0.030863,-0.031175,0.0003119999999999998
48,4,-0.388018,-0.388327,0.0003090000000000037
45,3,-0.012464,-0.012768,0.00030400000000000045
71,3,0.095361,0.095063,0.0002980000000000066
94,4,0.562221,0.562515,0.00029400000000001647
72,4,0.59029,0.589999,0.0002909999999999302
108,4,0.601805,0.601521,0.000284000000000062
78,3,-0.022642,-0.022923,0.000281
130,4,0.528976,0.528701,0.0002750000000000252
146,4,0.528976,0.528701,0.0002750000000000252
87,3,0.098646,0.098371,0.00027499999999999747
60,4,0.529444,0.529175,0.00026900000000007473
116,4,0.512135,0.512399,0.000264000000000042
55,4,0.666758,0.666494,0.00026399999999993096
116,3,0.049923,0.050186,0.00026299999999999935
15,4,-0.376101,-0.376363,0.00026199999999998447
31,4,-0.376101,-0.376363,0.00026199999999998447
93,4,0.613491,0.61323,0.0002609999999999557
139,4,0.482349,0.482604,0.0002549999999999497
155,4,0.482349,0.482604,0.0002549999999999497
100,3,0.127966,0.128214,0.0002479999999999982
119,4,0.522699,0.522452,0.0002469999999999972
88,3,0.052378,0.052137,0.00024099999999999816
105,3,0.012635,0.0124,0.00023500000000000083
86,3,0.135536,0.135311,0.00022500000000000298
55,3,0.051448,0.051224,0.00022400000000000198
44,3,-0.024744,-0.024961,0.00021700000000000191
123,3,-0.030637,-0.030852,0.0002149999999999999
119,3,0.033088,0.032874,0.0002139999999999989
120,4,0.471247,0.471038,0.00020900000000001473
107,3,-0.028033,-0.028237,0.0002040000000000028
29,3,0.008017,0.007818,0.00019899999999999952
103,3,0.070743,0.070549,0.00019399999999999973
79,4,0.593645,0.593455,0.00019000000000002348
85,4,0.604615,0.604425,0.00019000000000002348
69,4,0.650688,0.650499,0.00018899999999999473
9,4,-0.377102,-0.377286,0.00018400000000001748
25,4,-0.377102,-0.377286,0.00018400000000001748
136,3,0.01826,0.018076,0.00018400000000000014
117,3,0.05453,0.054347,0.0001830000000000026
78,4,0.582992,0.583172,0.000180000000000069
46,3,-0.015956,-0.016136,0.0001799999999999996
75,4,0.523046,0.522867,0.00017900000000004024
61,3,-0.035006,-0.035184,0.0001779999999999976
87,4,0.579314,0.579491,0.00017699999999998273
40,4,-0.365152,-0.365328,0.00017600000000000948
94,3,-0.019246,-0.019422,0.00017599999999999907
85,3,0.175245,0.175072,0.00017300000000000648
121,3,0.026387,0.026214,0.00017299999999999954
104,4,0.487251,0.487079,0.00017200000000000548
58,3,-0.049995,-0.050165,0.00017000000000000348
89,3,0.00631,0.006143,0.00016699999999999961
77,4,0.596561,0.596395,0.00016599999999999948
140,4,0.615688,0.615851,0.00016300000000002424
156,4,0.615688,0.615851,0.00016300000000002424
124,4,0.603673,0.603511,0.00016199999999999548
121,4,0.430152,0.429992,0.00015999999999999348
12,4,-0.437126,-0.436968,0.00015799999999999148
28,4,-0.437126,-0.436968,0.00015799999999999148
59,4,0.481111,0.480954,0.00015700000000001824
133,3,0.00983,0.009676,0.00015399999999999962
88,4,0.536053,0.535901,0.000152000000000041
46,4,-0.38695,-0.3871,0.00014999999999998348
64,4,0.548281,0.548423,0.00014199999999997548
10,4,-0.409261,-0.409401,0.000140000000000029
26,4,-0.409261,-0.409401,0.000140000000000029
141,4,0.634374,0.634234,0.000140000000000029
157,4,0.634374,0.634234,0.000140000000000029
91,4,0.505048,0.50491,0.0001380000000000825
41,3,-0.024611,-0.024746,0.0001349999999999997
74,3,-0.027727,-0.02786,0.0001329999999999977
135,3,0.008251,0.008119,0.00013200000000000017
106,3,-0.016914,-0.017042,0.0001280000000000031
6,4,-0.318215,-0.31809,0.00012500000000004174
22,4,-0.318215,-0.31809,0.00012500000000004174
61,4,0.549388,0.549264,0.000124000000000013
76,3,-0.046832,-0.046954,0.00012200000000000405
90,3,-0.017786,-0.017905,0.00011900000000000105
39,4,-0.34614,-0.346259,0.00011899999999998023
99,4,0.542833,0.54295,0.00011700000000003374
134,3,0.0098,0.009685,0.00011500000000000052
84,3,0.195007,0.194894,0.00011300000000000199
38,4,-0.296157,-0.296267,0.00010999999999999899
118,3,0.045206,0.045097,0.00010900000000000493
139,3,-0.019402,-0.019511,0.00010900000000000146
24,3,-0.001567,-0.001674,0.00010699999999999989
91,3,-0.041419,-0.041522,0.00010300000000000586
122,3,-0.016522,-0.016622,0.00010000000000000286
111,3,-0.046658,-0.046558,9.999999999999593e-05
112,3,-0.046658,-0.046558,9.999999999999593e-05
57,3,-0.026343,-0.02644,9.700000000000333e-05
77,3,-0.023821,-0.023916,9.500000000000133e-05
