    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000    
    0.000000       8.6298741E-02   0.1345037       0.2118777     
   6.6709411E-03   2.3930501E-02   6.2672487E-03  -1.7124768E-03 
  -3.9266818E-03  -2.4377104E-02  -2.7093772E-02  -1.3810541E-02 
   7.4740965E-03  -1.5746052E-03  -1.8974598E-02  -1.8974598E-02
    0.000000       0.2186972       0.3087278       0.4413863     
   0.3063298       7.7999793E-02   1.4726727E-02  -1.0457760E-02 
  -2.4976913E-02  -5.5451643E-02  -5.6127738E-02  -2.5819700E-02 
  -1.3444935E-02  -1.6292285E-02  -2.5098020E-02  -2.5098020E-02
    0.000000       0.2652686       0.3330509       0.3943302     
   0.4613698       0.1392469       5.0721649E-02   4.2211828E-03 
  -2.6734129E-02  -5.0496604E-02  -5.9567761E-02  -3.2055348E-02 
  -3.5733536E-02  -2.8478658E-02  -2.9671138E-02  -2.9671138E-02
    0.000000       0.2273402       0.2722376       0.2768551     
   0.2614413       0.1596694       9.4656169E-02   3.9487198E-02 
  -1.8106839E-03  -2.8231302E-02  -5.5367649E-02  -4.7507703E-02 
  -2.4279926E-02  -2.2954628E-02  -5.8162171E-02  -5.8162171E-02
    0.000000       0.1622255       0.1960710       0.1946716     
   0.1748264       0.1349893       9.8025039E-02   5.1821765E-02 
   5.8505302E-03  -1.8241145E-02  -4.1893635E-02  -5.3719934E-02 
  -2.4570003E-02  -1.9427964E-02  -6.1384059E-02  -6.1384059E-02
    0.000000       0.1165955       0.1338003       0.1280988     
   0.1197306       9.5847629E-02   7.0277058E-02   4.6816688E-02 
   1.2118180E-02  -1.7317535E-02  -2.8520904E-02  -3.7054572E-02 
  -2.4248771E-02  -1.9242320E-02  -4.6383061E-02  -4.6383061E-02
    0.000000       6.9721550E-02   6.3882940E-02   5.0168566E-02 
   5.4333102E-02   4.5050155E-02   3.2726839E-02   3.9486952E-02 
   2.5972664E-02  -1.6798194E-02  -3.1013180E-02  -2.1993736E-02 
  -1.5182426E-02  -1.4005685E-02  -2.8220268E-02  -2.8220268E-02
    0.000000       2.0881662E-02   1.2742735E-02   4.7077853E-03 
   9.6985446E-03   9.6999779E-03   8.0808233E-03   1.7971300E-02 
   1.5831802E-02  -8.9125670E-03  -1.9552058E-02  -1.1197582E-02 
  -6.0382346E-03  -4.9976800E-03  -8.6068120E-03  -8.6068120E-03
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000    
