-6.000000 10.637528 0.000000 -nan -nan -nan -nan
-6.000000 10.704742 0.000000 -nan -nan -nan -nan
-6.000000 10.772094 0.000000 -nan -nan -nan -nan
-6.000000 10.839584 0.000000 -nan -nan -nan -nan
-6.000000 10.907212 0.000000 -nan -nan -nan -nan
-6.000000 10.974978 0.000000 -nan -nan -nan -nan
-6.000000 11.042881 0.000000 -nan -nan -nan -nan
-6.000000 11.110921 0.000000 -nan -nan -nan -nan
-6.000000 11.179098 0.000000 -nan -nan -nan -nan
-6.000000 11.247412 0.000000 -nan -nan -nan -nan
-6.000000 11.315863 0.000000 -nan -nan -nan -nan
-6.000000 11.384449 0.000000 -nan -nan -nan -nan
-6.000000 11.453171 0.000000 -nan -nan -nan -nan
-6.000000 11.522030 0.000000 -nan -nan -nan -nan
-6.000000 11.591023 0.000000 -nan -nan -nan -nan
-6.000000 11.660152 0.000000 -nan -nan -nan -nan
-6.000000 11.729415 0.000000 -nan -nan -nan -nan
-6.000000 11.798813 0.000000 -nan -nan -nan -nan
-6.000000 11.868345 0.000000 -nan -nan -nan -nan
-6.000000 11.938011 0.000000 -nan -nan -nan -nan
-6.000000 12.007811 0.000000 -nan -nan -nan -nan
-6.000000 12.077744 0.000000 -nan -nan -nan -nan
-6.000000 12.147810 0.000000 -nan -nan -nan -nan
-6.000000 12.218008 0.000000 -nan -nan -nan -nan
-6.000000 12.288339 0.000000 -nan -nan -nan -nan
-6.000000 12.358802 0.000000 -nan -nan -nan -nan
-6.000000 12.429397 0.000000 -nan -nan -nan -nan
-6.000000 12.500123 0.000000 -nan -nan -nan -nan
-6.000000 12.570980 0.000000 -nan -nan -nan -nan
-6.000000 12.641968 0.000000 -nan -nan -nan -nan
-6.000000 12.713086 0.000000 -nan -nan -nan -nan
-6.000000 12.784334 0.000000 -nan -nan -nan -nan
-6.000000 12.855712 0.000000 -nan -nan -nan -nan
-6.000000 12.927219 0.000000 -nan -nan -nan -nan
-6.000000 12.998855 0.000000 -nan -nan -nan -nan
-6.000000 13.070619 0.000000 -nan -nan -nan -nan
-6.000000 13.142511 0.000000 -nan -nan -nan -nan
-6.000000 13.214531 0.000000 -nan -nan -nan -nan
-6.000000 13.286679 0.000000 -nan -nan -nan -nan
-6.000000 13.358953 0.000000 -nan -nan -nan -nan
-6.000000 13.431354 0.000000 -nan -nan -nan -nan
-6.000000 13.503882 0.000000 -nan -nan -nan -nan
-6.000000 13.576535 0.000000 -nan -nan -nan -nan
-6.000000 13.649313 0.000000 -nan -nan -nan -nan
-6.000000 13.722217 0.000000 -nan -nan -nan -nan
